X1,X2,Y
-1.8530980452793144,-0.8174173619637021,0
2.8867076724276437,1.7821989175757948,1
0.5379656187221857,-1.5248672280714866,0
-2.1181853891483655,-0.5309880955902677,0
2.201254127303174,2.3415628089602074,1
2.8863533019029752,1.0306170097372855,1
-0.08988362756294843,0.7862548933287687,1
0.0002775773633003631,-1.5409504678517432,0
-0.36214598684227783,-2.531711195070953,0
0.4083730436788273,0.9368648173067988,1
-0.8223508006738275,0.43153965497733937,0
1.9826218453743736,0.4314416610851636,1
-0.519984877509825,2.28775818991927,1
0.06864434189268076,1.1766553877105175,1
-0.10880092650299256,2.097833466219816,1
-0.14329816045564892,-0.7986105396874457,0
-1.4895796228179807,-0.9230348920665985,0
0.03349933635134561,-1.5001527887310435,0
-0.8258491695367316,1.4956339428099956,1
0.4975201622878731,0.6856859697329405,1
-1.2179403253574614,-1.9665524856874854,0
1.0756992979100495,2.6861346606804433,1
-0.13515343142858738,-1.799359702184006,0
-0.6144370097317373,1.331616013698678,1
0.3922493408436363,1.3205358115753274,1
0.5061416485230834,1.8552220943383726,1
0.2601122455832514,-0.7345782137936655,0
1.4862683579702802,1.5895542007934909,1
0.27763884480708567,-0.621235407309905,0
-0.5321811364546951,-2.934956360037687,0
0.4938876847850908,0.3768719552327765,1
0.24237525714620112,0.32319517294237055,1
0.3046806142480678,-0.5039438143396516,0
-1.4865819442071113,-0.5297171086409912,0
0.9049487926214939,-2.3948015957254345,0
-2.34430985373708,-0.9083566945132939,0
-0.1638678538431939,-0.8060638394395792,1
1.8808260881657977,-1.311316871019295,0
1.1379198605422205,1.6710993568435217,1
-0.8447248495237223,2.257630415649489,1
1.097275319251046,1.0974947184920176,1
0.29880820301509403,-1.3041545305291236,0
-2.3311959119385035,-1.5112529391216163,0
-1.270863574826704,-1.2467679886877026,0
-2.58436973460832,-2.1967163964261838,0
-1.9632433340236157,-0.30605081269733747,0
1.0213109669390499,2.8233592398150367,1
0.7651497590786858,-1.1913624999299928,0
0.2255814061453315,0.5191158426972442,1
-0.7020577175535716,-2.1364514849490353,0
-1.359761762450855,-1.1992368004388738,0
0.903150521564793,0.3958738284049206,1
-0.9136180461882508,-1.8111291343519214,0
-0.22165673576667022,0.5893411610514905,0
1.1076860192086606,-0.5063773247515184,1
1.8763563966203365,0.4715295659413383,1
-1.3863851414581048,-1.7995504596529943,0
-0.9364818025021967,-1.4998515943653534,0
-1.8908460366113675,0.5781872770342755,0
1.3153759905305498,0.3340485649497734,1
0.30262524661494594,-2.7882798990806332,0
1.865590996713203,0.1558765217142848,1
0.3384193795586363,-1.773965702665457,0
